PartitionKey,RowKey,Timestamp,list
compound number,noun,2016-01-29T21:22:58.881Z,"[""noun:01,5,04,3,14,""]"
compound pendulum,noun,2016-01-29T16:31:22.445Z,"[""noun:00,1,00,3,21,05,00,17,2,""]"
compound pistil,noun,2016-01-29T20:28:16.963Z,"[""noun:00,1,00,2,19,19,00,08,1,""]"
compound protein,noun,2016-01-29T21:46:29.823Z,"[""noun:01,3,14,00,03,22,07,15,38,0,07,""]"
compound sentence,noun,2016-01-29T18:27:37.670Z,"[""noun:01,4,03,13,0,2,""]"
compounded,adjective,2016-01-29T22:51:35.710Z,"[""adjective:7254""]"
compounding,noun,2016-01-29T15:05:40.991Z,"[""noun:01,0,2,00,00,15,25,04,""]"
comprehend,verb,2016-01-29T22:06:55.477Z,"[""verb:089,00,"",""verb:360,"",""verb:497,1,""]"
comprehended,adjective,2016-01-29T22:52:29.427Z,"[""adjective:7508""]"
comprehendible,adjective,2016-01-29T22:36:08.035Z,"[""adjective:2987""]"
comprehensibility,noun,2016-01-29T17:57:33.565Z,"[""noun:01,1,15,078,""]"
comprehensible,adjective,2016-01-29T22:36:07.835Z,"[""adjective:2987""]"
comprehension,noun,2016-01-29T18:19:32.645Z,"[""noun:01,0,0,11,1,4,5,0,"",""noun:01,3,11,6,1,""]"
comprehensive,adjective,2016-01-29T18:46:37.065Z,"[""noun:01,0,2,00,38,09,01,"",""adjective:2955"",""adjective:10238""]"
comprehensive examination,noun,2016-01-29T18:46:36.893Z,"[""noun:01,0,2,00,38,09,01,""]"
comprehensive school,noun,2016-01-29T19:11:35.522Z,"[""noun:01,2,07,10,13,7,1,13,8,""]"
comprehensively,adverb,2016-01-29T23:30:22.464Z,"[""adverb:1993""]"
comprehensiveness,noun,2016-01-29T18:16:04.091Z,"[""noun:01,0,0,04,02,01,"",""noun:01,1,00,54,0,1,""]"
compress,verb,2016-01-29T16:10:17.314Z,"[""noun:00,1,00,3,09,07,07,1,"",""verb:015,070,2,"",""verb:044,19,1,""]"
compressed,adjective,2016-01-29T22:35:48.332Z,"[""adjective:2896"",""adjective:9073"",""adjective:13372""]"
compressed air,noun,2016-01-29T21:49:04.487Z,"[""noun:00,3,07,0,19,0,""]"
compressed gas,noun,2016-01-29T21:49:04.276Z,"[""noun:00,3,07,0,19,""]"
compressibility,noun,2016-01-29T18:00:11.079Z,"[""noun:01,1,16,10,05,0,""]"
compressible,adjective,2016-01-29T22:35:48.210Z,"[""adjective:2895"",""adjective:6315""]"
compressing,noun,2016-01-29T15:05:13.043Z,"[""noun:01,0,2,00,12,05,2,1,""]"
compression,noun,2016-01-29T15:05:12.841Z,"[""noun:01,0,2,00,12,05,2,1,"",""noun:01,0,2,00,23,21,0,0,0,"",""noun:01,0,2,04,14,13,0,0,"",""noun:01,0,2,04,14,15,1,0,""]"
compression bandage,noun,2016-01-29T16:10:17.426Z,"[""noun:00,1,00,3,09,07,07,0,03,""]"
compression fracture,noun,2016-01-29T21:37:25.645Z,"[""noun:01,1,00,06,029,35,0,7,10,03,""]"
compressor,noun,2016-01-29T16:10:17.690Z,"[""noun:00,1,00,3,21,04,075,20,04,""]"
comprise,verb,2016-01-29T22:22:34.516Z,"[""verb:019,031,"",""verb:493,"",""verb:497,0,""]"
compromise,verb,2016-01-29T15:21:12.672Z,"[""noun:01,0,2,01,28,04,"",""noun:01,4,05,21,33,13,0,1,"",""verb:147,5,0,3,"",""verb:178,0,"",""verb:013,027,08,0,""]"
compromise verdict,noun,2016-01-29T15:21:02.320Z,"[""noun:01,0,2,01,23,2,13,0,0,""]"
compromiser,noun,2016-01-29T19:41:38.282Z,"[""noun:00,2,00,012,15,2,""]"
compromising,adjective,2016-01-29T22:45:39.933Z,"[""adjective:5621"",""adjective:14017""]"
compsognathus,noun,2016-01-29T15:33:37.283Z,"[""noun:00,1,00,1,0,05,33,2,07,1,2,0,2,1,04,""]"
compton,noun,2016-01-29T20:04:13.161Z,"[""noun:99,4904""]"
comptonia,noun,2016-01-29T20:30:26.152Z,"[""noun:01,2,04,2,18,21,007,""]"
comptonia asplenifolia,noun,2016-01-29T20:30:26.949Z,"[""noun:00,1,00,1,0,06,26,12,17,016,""]"
comptonia peregrina,noun,2016-01-29T20:30:26.749Z,"[""noun:00,1,00,1,0,06,26,12,17,016,""]"
comptroller,noun,2016-01-29T19:36:45.606Z,"[""noun:00,2,00,007,0,00,""]"
comptroller general,noun,2016-01-29T19:41:04.408Z,"[""noun:00,2,00,050,43,35,12,""]"
comptroller of the currency,noun,2016-01-29T19:06:17.900Z,"[""noun:01,2,07,10,19,01,07,28,"",""noun:00,2,00,050,43,35,13,""]"
comptrollership,noun,2016-01-29T15:09:38.243Z,"[""noun:01,0,2,00,23,19,07,021,""]"
compulsion,noun,2016-01-29T15:01:21.017Z,"[""noun:01,0,2,00,02,2,"",""noun:01,0,1,2,2,"",""noun:01,0,1,2,0,0,""]"
compulsive,adjective,2016-01-29T19:41:04.621Z,"[""noun:00,2,00,137,"",""adjective:553"",""adjective:8680""]"
compulsively,adverb,2016-01-29T23:29:21.010Z,"[""adverb:1655""]"
compulsiveness,noun,2016-01-29T17:52:51.117Z,"[""noun:01,1,05,02,""]"
compulsivity,noun,2016-01-29T17:52:51.317Z,"[""noun:01,1,05,02,""]"
compulsorily,adverb,2016-01-29T23:30:22.846Z,"[""adverb:1995""]"
compulsory,adjective,2016-01-29T22:42:10.588Z,"[""adjective:4668""]"
compulsory process,noun,2016-01-29T18:05:00.602Z,"[""noun:01,0,0,15,07,02,05,0,09,00,""]"
compunction,noun,2016-01-29T18:52:13.957Z,"[""noun:01,1,00,00,34,07,1,""]"
computable,adjective,2016-01-29T22:30:35.957Z,"[""adjective:1672""]"
computation,noun,2016-01-29T15:15:15.530Z,"[""noun:01,0,2,00,23,44,06,"",""noun:01,0,0,11,1,1,11,1,""]"
computational,adjective,2016-01-29T23:19:22.488Z,"[""adjective:16578""]"
computational linguist,noun,2016-01-29T19:41:04.813Z,"[""noun:00,2,00,322,07,00,""]"
computational linguistics,noun,2016-01-29T18:25:42.828Z,"[""noun:01,0,0,15,21,0,08,18,00,""]"
computationally,adverb,2016-01-29T23:30:23.450Z,"[""adverb:1996""]"
compute,verb,2016-01-29T22:07:40.763Z,"[""verb:126,06,4,""]"
computed axial tomography,noun,2016-01-29T15:15:50.762Z,"[""noun:01,0,2,00,23,31,5,1,0,0,""]"
computed tomography,noun,2016-01-29T15:15:50.321Z,"[""noun:01,0,2,00,23,31,5,1,0,0,""]"
computer,noun,2016-01-29T16:10:17.890Z,"[""noun:00,1,00,3,21,04,073,06,"",""noun:00,2,00,020,12,""]"
computer accessory,noun,2016-01-29T16:10:18.722Z,"[""noun:00,1,10,05,00,1,""]"
computer address,noun,2016-01-29T18:29:08.049Z,"[""noun:01,4,04,01,01,1,00,""]"
computer architecture,noun,2016-01-29T18:00:04.454Z,"[""noun:01,1,16,09,0,1,"",""noun:01,4,05,21,05,1,0,""]"
computer backup,noun,2016-01-29T16:03:28.494Z,"[""noun:00,1,00,3,10,09,02,03,0,""]"
computer business,noun,2016-01-29T19:04:43.872Z,"[""noun:01,2,07,10,14,2,06,3,""]"
computer circuit,noun,2016-01-29T16:10:18.846Z,"[""noun:00,1,00,3,21,04,042,08,03,""]"
computer code,noun,2016-01-29T18:29:07.941Z,"[""noun:01,4,04,01,01,1,""]"
computer database,noun,2016-01-29T18:33:54.449Z,"[""noun:01,4,05,13,08,1,""]"
computer dealer,noun,2016-01-29T19:04:38.440Z,"[""noun:01,2,07,10,14,2,04,4,1,""]"
computer display,noun,2016-01-29T16:10:20.187Z,"[""noun:00,1,00,3,21,04,043,03,5,1,""]"
computer error,noun,2016-01-29T18:48:35.989Z,"[""noun:01,0,2,04,15,""]"
computer expert,noun,2016-01-29T19:41:05.004Z,"[""noun:00,2,00,138,0,""]"
computer file,noun,2016-01-29T18:32:20.035Z,"[""noun:01,4,09,01,3,3,0,""]"
computer file name,noun,2016-01-29T18:28:40.192Z,"[""noun:01,3,14,01,06,04,""]"
computer filename,noun,2016-01-29T18:28:39.880Z,"[""noun:01,3,14,01,06,04,""]"
computer game,noun,2016-01-29T15:07:11.354Z,"[""noun:01,0,2,00,23,07,10,02,""]"
computer graphic,noun,2016-01-29T16:17:46.233Z,"[""noun:00,1,00,3,10,09,17,04,""]"
computer graphics,noun,2016-01-29T16:10:18.972Z,"[""noun:00,1,00,3,10,00,07,0,0,""]"
computer guru,noun,2016-01-29T19:41:05.318Z,"[""noun:00,2,00,138,0,""]"
computer hardware,noun,2016-01-29T16:18:41.505Z,"[""noun:00,1,10,05,05,""]"
computer industry,noun,2016-01-29T19:04:44.659Z,"[""noun:01,2,07,10,14,3,1,07,""]"
computer keyboard,noun,2016-01-29T16:10:19.329Z,"[""noun:00,1,00,3,21,05,04,15,0,0,""]"
computer language,noun,2016-01-29T18:39:47.515Z,"[""noun:01,4,03,06,24,02,""]"
computer memory,noun,2016-01-29T16:27:00.648Z,"[""noun:00,1,10,05,05,1,""]"
computer memory unit,noun,2016-01-29T21:23:04.702Z,"[""noun:01,5,04,8,09,""]"
computer menu,noun,2016-01-29T18:32:01.391Z,"[""noun:01,4,05,13,08,0,32,""]"
computer monitor,noun,2016-01-29T16:10:19.663Z,"[""noun:00,1,00,3,21,04,043,03,4,0,""]"
computer mouse,noun,2016-01-29T16:28:08.612Z,"[""noun:00,1,00,3,21,04,043,10,""]"
computer network,noun,2016-01-29T16:10:19.852Z,"[""noun:00,1,00,3,21,10,17,0,""]"
computer operation,noun,2016-01-29T21:20:41.855Z,"[""noun:00,4,19,1,06,04,""]"
computer paper,noun,2016-01-29T21:48:36.365Z,"[""noun:01,3,14,00,03,40,10,""]"
computer peripheral,noun,2016-01-29T16:31:06.060Z,"[""noun:00,1,00,3,21,05,04,15,""]"
computer program,noun,2016-01-29T18:33:29.993Z,"[""noun:01,4,04,01,01,1,08,10,""]"
computer programing,noun,2016-01-29T15:16:20.193Z,"[""noun:01,0,2,00,23,32,4,2,""]"
computer programme,noun,2016-01-29T18:33:30.139Z,"[""noun:01,4,04,01,01,1,08,10,""]"
computer programmer,noun,2016-01-29T19:53:44.997Z,"[""noun:00,2,00,138,4,""]"
computer programming,noun,2016-01-29T15:16:19.992Z,"[""noun:01,0,2,00,23,32,4,2,""]"
computer readable,adjective,2016-01-29T23:19:15.918Z,"[""adjective:16541""]"
computer science,noun,2016-01-29T18:25:00.799Z,"[""noun:01,0,0,15,21,0,11,06,""]"
computer scientist,noun,2016-01-29T19:41:05.506Z,"[""noun:00,2,00,322,05,""]"
computer screen,noun,2016-01-29T16:10:20.062Z,"[""noun:00,1,00,3,21,04,043,03,5,1,""]"
computer simulation,noun,2016-01-29T18:17:05.968Z,"[""noun:01,0,0,15,07,02,12,2,0,""]"
computer software,noun,2016-01-29T18:33:26.149Z,"[""noun:01,4,04,01,01,1,08,""]"
computer storage,noun,2016-01-29T16:27:00.845Z,"[""noun:00,1,10,05,05,1,""]"
computer store,noun,2016-01-29T16:10:20.393Z,"[""noun:00,1,00,3,37,24,4,4,5,15,""]"
computer system,noun,2016-01-29T16:10:20.595Z,"[""noun:00,1,00,3,21,10,02,""]"
computer technology,noun,2016-01-29T15:16:41.881Z,"[""noun:01,0,2,00,23,36,5,1,5,""]"
computer user,noun,2016-01-29T19:41:05.698Z,"[""noun:00,2,00,138,""]"
computer virus,noun,2016-01-29T18:33:51.479Z,"[""noun:01,4,04,01,01,1,08,10,04,2,""]"
computer-aided design,noun,2016-01-29T18:33:27.384Z,"[""noun:01,4,04,01,01,1,08,06,""]"
computer-oriented language,noun,2016-01-29T18:39:47.646Z,"[""noun:01,4,03,06,24,02,""]"
computerise,verb,2016-01-29T22:16:25.123Z,"[""verb:159,20,2,"",""verb:222,01,4,1,"",""verb:390,00,17,56,""]"
computerization,noun,2016-01-29T15:00:04.041Z,"[""noun:01,0,2,00,23,36,5,1,6,0,0,""]"
computerize,verb,2016-01-29T22:16:24.988Z,"[""verb:159,20,2,"",""verb:222,01,4,1,"",""verb:390,00,17,56,""]"
computerized axial tomography,noun,2016-01-29T15:15:50.642Z,"[""noun:01,0,2,00,23,31,5,1,0,0,""]"
computerized axial tomography scanner,noun,2016-01-29T16:10:19.087Z,"[""noun:00,1,00,3,21,05,00,27,1,0,""]"
computerized tomography,noun,2016-01-29T15:15:50.095Z,"[""noun:01,0,2,00,23,31,5,1,0,0,""]"
computing,noun,2016-01-29T15:15:15.648Z,"[""noun:01,0,2,00,23,44,06,"",""noun:01,0,0,15,21,0,11,06,""]"
computing device,noun,2016-01-29T16:10:18.212Z,"[""noun:00,1,00,3,21,04,073,06,""]"
computing machine,noun,2016-01-29T16:10:18.012Z,"[""noun:00,1,00,3,21,04,073,06,""]"
computing system,noun,2016-01-29T16:10:20.794Z,"[""noun:00,1,00,3,21,10,02,""]"
comrade,noun,2016-01-29T19:39:20.781Z,"[""noun:00,2,00,186,03,"",""noun:00,2,00,033,33,13,0,2,"",""noun:00,2,00,186,05,""]"
comradeliness,noun,2016-01-29T17:53:47.808Z,"[""noun:01,1,05,01,3,0,4,""]"
comradely,adjective,2016-01-29T22:46:32.688Z,"[""adjective:5909""]"
comradery,noun,2016-01-29T17:53:48.009Z,"[""noun:01,1,05,01,3,0,4,""]"
comradeship,noun,2016-01-29T17:53:48.150Z,"[""noun:01,1,05,01,3,0,4,""]"
comstock,noun,2016-01-29T20:04:13.578Z,"[""noun:99,4905""]"
comstock mealybug,noun,2016-01-29T15:48:43.756Z,"[""noun:00,1,00,1,0,05,34,00,15,25,1,1,1,""]"
comstock's mealybug,noun,2016-01-29T15:48:43.882Z,"[""noun:00,1,00,1,0,05,34,00,15,25,1,1,1,""]"
comstockery,noun,2016-01-29T15:05:59.124Z,"[""noun:01,0,2,00,00,15,25,06,08,05,1,1,""]"
comte,noun,2016-01-29T20:04:13.962Z,"[""noun:99,4906""]"
comte de mirabeau,noun,2016-01-29T20:14:12.826Z,"[""noun:99,6395""]"
comte de rochambeau,noun,2016-01-29T20:17:30.338Z,"[""noun:99,6865""]"
comte de saxe,noun,2016-01-29T20:18:11.138Z,"[""noun:99,6952""]"
comte donatien alphonse francois de sade,noun,2016-01-29T20:18:01.314Z,"[""noun:99,6925""]"
comtesse du barry,noun,2016-01-29T20:05:42.155Z,"[""noun:99,5102""]"
comtism,noun,2016-01-29T18:22:48.306Z,"[""noun:01,0,0,15,11,02,51,05,2,0,""]"
con,noun,2016-01-29T15:13:17.857Z,"[""noun:01,0,2,00,23,23,15,07,0,05,10,1,"",""noun:01,4,09,01,5,3,"",""noun:00,2,00,047,14,0,"",""verb:102,3,0,"",""verb:034,30,15,02,2,0,03,"",""adverb:1999""]"
con artist,noun,2016-01-29T19:41:12.676Z,"[""noun:00,2,00,105,00,04,01,2,""]"
con brio,adjective,2016-01-29T23:08:24.419Z,"[""adjective:12622"",""adverb:100""]"
con game,noun,2016-01-29T15:13:18.328Z,"[""noun:01,0,2,00,23,23,15,07,0,05,10,1,""]"
con man,noun,2016-01-29T19:41:12.447Z,"[""noun:00,2,00,105,00,04,01,2,""]"
conacaste,noun,2016-01-29T20:31:01.529Z,"[""noun:00,1,00,1,0,06,26,12,16,010,""]"
conakry,noun,2016-01-29T19:20:42.022Z,"[""noun:99,1965""]"
conan doyle,noun,2016-01-29T20:04:14.498Z,"[""noun:99,4907""]"
concatenate,verb,2016-01-29T22:01:56.703Z,"[""verb:015,027,1,08,14,"",""verb:044,13,12,15,0,""]"
concatenation,noun,2016-01-29T15:01:05.444Z,"[""noun:01,0,2,00,00,15,25,00,04,"",""noun:01,2,01,10,4,01,"",""noun:01,3,11,4,"",""noun:01,1,00,46,1,1,""]"
concave,adjective,2016-01-29T22:36:11.026Z,"[""adjective:2999""]"
concave lens,noun,2016-01-29T16:13:00.417Z,"[""noun:00,1,00,3,21,04,080,10,08,""]"
concave polygon,noun,2016-01-29T21:28:46.140Z,"[""noun:01,1,01,04,2,01,02,""]"
concave polyhedron,noun,2016-01-29T21:28:59.828Z,"[""noun:01,1,01,00,3,01,""]"
concave shape,noun,2016-01-29T21:28:44.904Z,"[""noun:01,1,01,00,1,""]"
concavely,adverb,2016-01-29T23:35:06.968Z,"[""adverb:3469""]"
concaveness,noun,2016-01-29T18:03:15.012Z,"[""noun:01,1,16,30,2,04,""]"
concavity,noun,2016-01-29T18:03:14.866Z,"[""noun:01,1,16,30,2,04,"",""noun:01,1,01,00,1,""]"
concavo-concave,adjective,2016-01-29T22:36:11.928Z,"[""adjective:3001""]"
concavo-convex,adjective,2016-01-29T22:36:13.202Z,"[""adjective:3005""]"
conceal,verb,2016-01-29T22:19:16.898Z,"[""verb:269,"",""verb:378,""]"
concealed,adjective,2016-01-29T23:04:01.288Z,"[""adjective:11452"",""adjective:13983""]"
concealing,noun,2016-01-29T15:18:27.305Z,"[""noun:01,0,2,00,23,49,"",""adjective:11466""]"
concealment,noun,2016-01-29T15:18:27.178Z,"[""noun:01,0,2,00,23,49,"",""noun:00,1,00,3,09,29,"",""noun:01,1,00,45,1,7,""]"
concede,verb,2016-01-29T22:09:21.952Z,"[""verb:147,3,"",""verb:126,08,16,00,4,"",""verb:205,0,1,"",""verb:390,00,15,""]"
conceding,noun,2016-01-29T18:46:20.721Z,"[""noun:01,0,2,00,39,04,00,1,""]"
conceit,noun,2016-01-29T17:59:07.552Z,"[""noun:01,1,05,28,"",""noun:01,4,12,04,0,"",""noun:01,4,12,24,0,"",""noun:01,4,12,04,1,32,00,"",""noun:01,1,00,00,22,3,""]"
conceited,adjective,2016-01-29T23:00:41.861Z,"[""adjective:10377""]"
conceitedly,adverb,2016-01-29T23:30:23.651Z,"[""adverb:2000""]"
conceitedness,noun,2016-01-29T17:59:07.673Z,"[""noun:01,1,05,28,""]"
conceivability,noun,2016-01-29T21:41:06.709Z,"[""noun:01,1,00,21,10,0,""]"
conceivable,adjective,2016-01-29T23:10:33.914Z,"[""adjective:13402""]"
conceivableness,noun,2016-01-29T21:41:06.499Z,"[""noun:01,1,00,21,10,0,""]"
conceivably,adverb,2016-01-29T23:27:55.516Z,"[""adverb:1317""]"
conceive,verb,2016-01-29T22:00:18.477Z,"[""verb:015,022,09,"",""verb:126,08,10,"",""verb:023,21,05,""]"
conceive of,verb,2016-01-29T22:15:59.288Z,"[""verb:023,21,07,""]"
conceiver,noun,2016-01-29T19:51:52.325Z,"[""noun:00,2,00,015,12,""]"
concenter,verb,2016-01-29T22:08:36.256Z,"[""verb:015,078,0,5,""]"
concentrate,verb,2016-01-29T18:21:50.520Z,"[""noun:01,0,0,15,10,11,1,0,"",""noun:00,3,01,00,04,03,"",""noun:01,3,14,00,03,14,078,0,"",""verb:013,104,"",""verb:013,139,"",""verb:015,022,19,"",""verb:015,027,0,08,"",""verb:013,171,04,"",""verb:013,171,06,1,"",""verb:126,12,"",""verb:034,30,13,08,0,""]"
concentrate on,verb,2016-01-29T22:23:01.307Z,"[""verb:519,0,""]"
concentrated,adjective,2016-01-29T22:36:18.702Z,"[""adjective:3023"",""adjective:4195"",""adjective:4201"",""adjective:6339"",""adjective:8293""]"
concentrated fire,noun,2016-01-29T15:17:16.683Z,"[""noun:01,0,2,00,23,37,06,09,06,""]"
concentration,noun,2016-01-29T15:05:35.086Z,"[""noun:01,0,2,00,00,15,24,1,14,0,"",""noun:01,0,2,01,30,5,"",""noun:01,1,05,23,08,2,0,"",""noun:01,1,16,26,"",""noun:01,3,02,03,08,3,"",""noun:01,0,0,04,12,0,0,"",""noun:01,0,2,04,14,15,1,""]"
concentration camp,noun,2016-01-29T16:10:21.517Z,"[""noun:00,1,00,3,37,24,1,2,1,0,"",""noun:01,1,00,05,05,2,1,0,0,0,""]"
concentration gradient,noun,2016-01-29T21:28:40.436Z,"[""noun:01,3,25,1,0,""]"
concentre,verb,2016-01-29T22:08:36.455Z,"[""verb:015,078,0,5,""]"
concentric,adjective,2016-01-29T22:36:23.817Z,"[""adjective:3048""]"
concentrical,adjective,2016-01-29T22:36:23.926Z,"[""adjective:3048""]"
concentricity,noun,2016-01-29T18:03:20.315Z,"[""noun:01,1,16,30,2,09,2,0,""]"
concepcion,noun,2016-01-29T19:16:11.752Z,"[""noun:99,983""]"
concept,noun,2016-01-29T18:19:59.641Z,"[""noun:01,0,0,15,07,02,""]"
concept album,noun,2016-01-29T18:33:57.814Z,"[""noun:00,1,00,3,21,13,8,0,""]"
conception,noun,2016-01-29T15:14:35.983Z,"[""noun:00,4,17,09,05,03,"",""noun:01,0,0,04,06,4,"",""noun:01,0,0,15,07,02,"",""noun:01,0,2,04,10,7,""]"
conceptional,adjective,2016-01-29T22:23:37.838Z,"[""adjective:54""]"
conceptive,adjective,2016-01-29T22:45:18.432Z,"[""adjective:5491""]"
conceptual,adjective,2016-01-29T22:23:38.355Z,"[""adjective:55""]"
conceptual semantics,noun,2016-01-29T18:25:54.251Z,"[""noun:01,0,0,15,21,0,08,18,06,3,""]"
conceptualisation,noun,2016-01-29T15:16:31.874Z,"[""noun:01,0,2,00,23,32,4,7,"",""noun:01,0,0,15,07,02,00,""]"
conceptualise,verb,2016-01-29T22:15:57.757Z,"[""verb:023,21,05,""]"
conceptualism,noun,2016-01-29T18:22:23.064Z,"[""noun:01,0,0,15,11,02,51,02,""]"
conceptualistic,adjective,2016-01-29T23:15:45.503Z,"[""adjective:15173""]"
conceptuality,noun,2016-01-29T18:20:00.035Z,"[""noun:01,0,0,15,07,02,00,""]"
conceptualization,noun,2016-01-29T15:16:31.703Z,"[""noun:01,0,2,00,23,32,4,7,"",""noun:01,0,0,15,07,02,00,""]"
conceptualize,verb,2016-01-29T22:15:57.553Z,"[""verb:023,21,05,""]"
conceptually,adverb,2016-01-29T23:30:24.046Z,"[""adverb:2001""]"
conceptus,noun,2016-01-29T15:26:25.511Z,"[""noun:00,1,00,1,0,05,32,""]"
concern,noun,2016-01-29T18:17:09.120Z,"[""noun:01,1,00,06,034,00,08,1,1,"",""noun:01,0,0,16,10,8,2,"",""noun:01,1,00,00,39,0,"",""noun:01,1,00,00,01,4,02,"",""noun:01,2,07,10,14,2,"",""verb:519,"",""verb:520,""]"
concerned,adjective,2016-01-29T22:36:25.262Z,"[""adjective:3053"",""adjective:8319"",""adjective:8322""]"
concernedly,adverb,2016-01-29T23:30:24.246Z,"[""adverb:2002""]"
concert,verb,2016-01-29T18:39:38.551Z,"[""noun:01,0,2,05,0,04,02,"",""verb:147,5,0,1,"",""verb:023,21,08,1,""]"
concert band,noun,2016-01-29T19:08:24.269Z,"[""noun:01,2,07,10,23,11,2,""]"
concert dance,noun,2016-01-29T15:08:30.950Z,"[""noun:01,0,2,05,0,00,0,""]"
concert grand,noun,2016-01-29T16:10:21.777Z,"[""noun:00,1,00,3,21,04,077,09,08,0,1,""]"
concert hall,noun,2016-01-29T16:10:22.030Z,"[""noun:00,1,00,3,37,04,24,40,1,""]"
concert piano,noun,2016-01-29T16:10:21.899Z,"[""noun:00,1,00,3,21,04,077,09,08,0,1,""]"
concert pitch,noun,2016-01-29T18:01:26.464Z,"[""noun:01,1,16,16,05,00,""]"
concert-goer,noun,2016-01-29T19:41:05.919Z,"[""noun:00,2,00,391,0,1,""]"
concerted,adjective,2016-01-29T23:04:19.869Z,"[""adjective:11581""]"
concerted music,noun,2016-01-29T18:43:30.534Z,"[""noun:01,4,14,1,03,""]"
concerti,noun,2016-01-29T23:36:28.194Z,"[""noun:01,4,14,1,20,1,3,""]"
concerti grossi,noun,2016-01-29T23:36:28.314Z,"[""noun:01,4,14,1,20,1,3,0,""]"
concertina,noun,2016-01-29T16:10:22.244Z,"[""noun:00,1,00,3,21,04,077,10,01,2,"",""noun:00,1,00,3,21,01,00,0,2,1,0,"",""verb:015,057,09,8,1,""]"
concertinist,noun,2016-01-29T19:36:45.305Z,"[""noun:00,2,00,018,5,15,02,""]"
concertise,verb,2016-01-29T22:16:24.610Z,"[""verb:023,14,07,10,""]"
concertize,verb,2016-01-29T22:16:24.410Z,"[""verb:023,14,07,10,""]"
concerto,noun,2016-01-29T18:43:53.597Z,"[""noun:01,4,14,1,20,1,3,""]"
concerto grosso,noun,2016-01-29T18:43:53.798Z,"[""noun:01,4,14,1,20,1,3,0,""]"
concession,noun,2016-01-29T18:32:42.351Z,"[""noun:01,4,05,21,33,08,0,20,"",""noun:01,0,2,00,39,04,09,"",""noun:01,0,2,00,39,04,00,1,""]"
concessionaire,noun,2016-01-29T19:41:06.315Z,"[""noun:00,2,00,007,0,03,07,0,""]"
concessioner,noun,2016-01-29T19:41:06.504Z,"[""noun:00,2,00,007,0,03,07,0,""]"
concessive,adjective,2016-01-29T23:21:41.308Z,"[""adjective:17536""]"
conch,noun,2016-01-29T15:39:30.130Z,"[""noun:00,1,00,1,0,05,34,08,1,01,""]"
concha,noun,2016-01-29T18:05:52.819Z,"[""noun:00,0,4,00,19,14,""]"
conchae,noun,2016-01-29T23:36:28.554Z,"[""noun:00,0,4,00,19,14,""]"
conchfish,noun,2016-01-29T15:58:08.484Z,"[""noun:00,1,00,1,0,05,33,2,03,2,11,2,10,12,14,1,""]"
conchologist,noun,2016-01-29T19:41:06.710Z,"[""noun:00,2,00,134,1,""]"
conchology,noun,2016-01-29T15:17:43.787Z,"[""noun:01,0,2,00,23,41,4,05,""]"
concierge,noun,2016-01-29T19:41:06.969Z,"[""noun:00,2,00,296,0,04,0,0,""]"
conciliable,adjective,2016-01-29T22:59:05.374Z,"[""adjective:9792""]"
conciliate,verb,2016-01-29T22:05:42.699Z,"[""verb:034,30,14,0,0,"",""verb:147,1,"",""verb:301,0,2,""]"
conciliation,noun,2016-01-29T15:20:14.729Z,"[""noun:01,0,2,01,13,11,1,"",""noun:01,4,14,2,03,6,5,1,"",""noun:01,1,00,26,5,2,""]"
conciliative,adjective,2016-01-29T22:40:38.254Z,"[""adjective:4208""]"
conciliator,noun,2016-01-29T19:41:07.109Z,"[""noun:00,2,00,012,15,0,1,""]"
conciliatory,adjective,2016-01-29T22:40:38.053Z,"[""adjective:4208"",""adjective:5621""]"
concise,adjective,2016-01-29T22:36:27.864Z,"[""adjective:3064""]"
concisely,adverb,2016-01-29T23:30:24.449Z,"[""adverb:2003""]"
conciseness,noun,2016-01-29T18:44:38.388Z,"[""noun:01,4,12,23,0,""]"
concision,noun,2016-01-29T18:44:38.583Z,"[""noun:01,4,12,23,0,""]"
conclave,noun,2016-01-29T19:09:33.005Z,"[""noun:01,2,07,08,24,03,""]"
conclude,verb,2016-01-29T22:07:39.348Z,"[""verb:013,102,16,"",""verb:126,07,"",""verb:147,5,"",""verb:178,1,"",""verb:055,10,""]"
concluded,adjective,2016-01-29T22:45:20.436Z,"[""adjective:5500""]"
concluding,adjective,2016-01-29T22:45:26.540Z,"[""adjective:5540""]"
conclusion,noun,2016-01-29T15:01:27.988Z,"[""noun:01,0,2,00,00,15,18,04,"",""noun:01,0,2,00,00,14,3,"",""noun:01,4,05,21,22,6,"",""noun:01,0,0,15,07,02,12,4,0,"",""noun:01,0,0,15,11,08,1,0,"",""noun:01,4,14,1,00,13,"",""noun:01,4,05,21,33,13,1,"",""noun:01,0,2,04,11,"",""noun:01,5,16,11,04,""]"
conclusion of law,noun,2016-01-29T15:21:02.118Z,"[""noun:01,0,2,01,23,2,13,1,""]"
conclusive,adjective,2016-01-29T22:36:32.237Z,"[""adjective:3078""]"
conclusively,adverb,2016-01-29T23:25:06.192Z,"[""adverb:558""]"
conclusiveness,noun,2016-01-29T17:56:04.057Z,"[""noun:01,1,15,030,6,0,0,""]"
concoct,verb,2016-01-29T22:14:41.905Z,"[""verb:023,21,06,"",""verb:013,366,1,"",""verb:023,21,06,1,2,"",""verb:023,28,09,09,""]"
